appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_ratings,positive_ratings_percent
211260,They Bleed Pixels,2012-08-29,1,Spooky Squid Games Inc.,Spooky Squid Games Inc.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Indie']",Platformer;Difficult;Indie,150,1965,327,300,390,200000-500000,6.99,2292,85.73298429319371
385370,Radiator 2: Anniversary Edition,2016-06-16,1,Robert Yang,Robert Yang,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Captions available,"['Sexual Content', 'Nudity', 'Action', 'Casual', 'Free to Play', 'Indie', 'Simulation']",Sexual Content;Nudity;Free to Play,5,2187,364,1,1,100000-200000,0.0,2551,85.73108584868679
2820,X3: Terran Conflict,2008-10-16,1,Egosoft,Egosoft,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,"['Action', 'Simulation', 'Strategy']",Space;Simulation;Sci-fi,33,1633,272,972,1273,500000-1000000,15.99,1905,85.7217847769029
223710,Cry of Fear,2013-04-25,1,Team Psykskallar,Team Psykskallar,windows,0,Single-player;Co-op;Steam Cloud;Valve Anti-Cheat enabled,"['Action', 'Adventure', 'Indie']",Horror;Free to Play;Co-op,0,20990,3497,3830,74,2000000-5000000,0.0,24487,85.71895291379099
1520,DEFCON,2006-09-29,1,Introversion Software,Introversion Software,windows;mac;linux,0,Single-player;Multi-player,"['Indie', 'Strategy']",Strategy;Indie;Multiplayer,22,2057,344,80,119,500000-1000000,7.19,2401,85.67263640149937
234390,Teleglitch: Die More Edition,2013-07-24,1,Test3 Projects,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Indie']",Rogue-like;Indie;Top-Down Shooter,39,2158,361,117,126,500000-1000000,8.99,2519,85.66891623660182
35000,Mini Ninjas,2009-09-14,1,IO Interactive,Square Enix,windows,0,Single-player,"['Action', 'Adventure']",Adventure;Action;Ninja,0,1612,270,27,53,200000-500000,7.99,1882,85.65356004250798
99300,Renegade Ops,2011-10-26,1,Avalanche Studios,SEGA,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,['Action'],Action;Twin Stick Shooter;Top-Down,16,1773,297,18,28,500000-1000000,9.99,2070,85.65217391304348
242700,Injustice: Gods Among Us Ultimate Edition,2013-11-29,1,NetherRealm Studios;High Voltage Software,Warner Bros. Interactive Entertainment,windows,16,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,['Action'],Fighting;Superhero;Action,50,8793,1473,288,320,1000000-2000000,14.99,10266,85.65166569257744
24960,Battlefield: Bad Company™ 2,2010-03-02,1,DICE,Electronic Arts,windows,0,Single-player;Multi-player,['Action'],FPS;Multiplayer;Action,0,23093,3877,1200,671,2000000-5000000,14.99,26970,85.62476826103077
383870,Firewatch,2016-02-09,1,Campo Santo,Panic;Campo Santo,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Adventure', 'Indie']",Adventure;Atmospheric;Story Rich,10,32886,5524,206,257,500000-1000000,14.99,38410,85.61832856027077
203750,Binary Domain,2012-04-26,1,Devil's Details,SEGA,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,['Action'],Action;Third-Person Shooter;Sci-fi,49,4416,742,639,1242,500000-1000000,9.99,5158,85.61457929430011
352400,LEGO® Jurassic World,2015-06-11,1,TT Games Ltd;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,"['Action', 'Adventure']",LEGO;Dinosaurs;Adventure,49,2558,431,502,619,200000-500000,15.99,2989,85.58046169287387
284460,DeadCore,2014-10-17,1,5 Bits Games,BANDAI NAMCO Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,"['Action', 'Indie']",Platformer;Action;FPS,29,1465,247,0,0,100000-200000,7.99,1712,85.57242990654206
251630,The Impossible Game,2014-05-08,1,Grip Games,FlukeDude,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Includes level editor,['Indie'],Indie;Great Soundtrack;Difficult,12,919,155,0,0,50000-100000,3.99,1074,85.56797020484171
644930,They Are Billions,2017-12-12,1,Numantian Games,Numantian Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,"['Strategy', 'Early Access']",Early Access;Base-Building;Strategy,30,11377,1921,1712,1437,500000-1000000,19.49,13298,85.55421867950068
266840,Age of Mythology: Extended Edition,2014-05-08,1,SkyBox Labs;Ensemble Studios,Microsoft Studios,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,"['Simulation', 'Strategy']",Strategy;RTS;Mythology,70,9336,1577,668,859,1000000-2000000,22.99,10913,85.54934481810685
367120,Seduce Me the Otome,2015-06-04,1,Michaela Laws,Michaela Laws,windows;mac;linux,0,Single-player;Steam Achievements,"['Casual', 'Simulation']",Free to Play;Nudity;Visual Novel,25,1685,285,75,77,200000-500000,0.0,1970,85.53299492385787
48720,Mount & Blade: With Fire & Sword,2011-05-03,1,TaleWorlds Entertainment,TaleWorlds Entertainment,windows,0,Single-player;Multi-player;Steam Achievements,"['Action', 'RPG']",RPG;Open World;Action,21,6236,1055,723,713,1000000-2000000,7.99,7291,85.53010560965573
40100,Supreme Commander 2,2010-03-01,1,Gas Powered Games,Square Enix,windows,0,Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards,['Strategy'],Strategy;RTS;Sci-fi,47,5336,903,1834,2894,1000000-2000000,8.99,6239,85.52652668696906
213650,Dwarfs - F2P,2012-10-18,1,Power of 2,Tripwire Interactive,windows;mac,0,Single-player,"['Casual', 'Free to Play', 'Indie', 'Strategy']",Free to Play;Strategy;Casual,29,1327,225,30,49,500000-1000000,0.0,1552,85.50257731958763
250520,UnderRail,2015-12-18,1,Stygian Software,Stygian Software,windows,0,Single-player;Steam Achievements,"['Indie', 'RPG']",RPG;Post-apocalyptic;Isometric,53,1485,252,29,29,100000-200000,9.99,1737,85.49222797927462
273500,Over 9000 Zombies!,2015-02-25,1,Loren Lemcke,Loren Lemcke,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,"['Action', 'Indie']",Action;Zombies;Indie,43,948,161,17,17,100000-200000,1.59,1109,85.48241659152389
346940,Shadowrun: Hong Kong - Extended Edition,2015-08-20,1,Harebrained Schemes,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor,"['Adventure', 'Indie', 'RPG', 'Strategy']",RPG;Cyberpunk;Turn-Based,60,2235,380,438,767,500000-1000000,14.99,2615,85.46845124282983
369990,"Gremlins, Inc.",2016-03-10,1,Alexey Bokulev;Sergei Klimov;Charlie Oscar Lima Tango Interactive Entertainment,The Merchant Guild of Rund (Limited),windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,"['Indie', 'Strategy']",Board Game;Strategy;Card Game,100,3232,550,193,361,200000-500000,14.99,3782,85.4574299312533
589290,Holdfast: Nations At War,2017-09-21,1,Anvil Game Studios,Anvil Game Studios,windows,0,Online Multi-Player,"['Action', 'Indie', 'Early Access']",Early Access;Historical;Multiplayer,0,4354,741,1560,1830,100000-200000,14.99,5095,85.45632973503434
339400,Runestone Keeper,2015-03-02,1,Blackfire Games,INNOTEG LLC,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Casual', 'Indie', 'RPG', 'Strategy']",Strategy;RPG;Casual,80,1924,328,644,799,200000-500000,6.99,2252,85.43516873889875
268750,Magicite,2014-06-09,1,SmashGames,SmashGames,windows;mac;linux,0,Single-player;Multi-player,"['Action', 'Adventure', 'Indie', 'RPG']",Indie;RPG;Rogue-like,0,5488,936,450,653,200000-500000,7.19,6424,85.42963885429639
338170,Ratz Instagib,2016-07-27,1,Lino Slahuschek,Rising Star Games,windows;mac,0,Multi-player;Steam Achievements;Steam Workshop;Stats;Steam Leaderboards;Includes level editor,"['Action', 'Indie']",Indie;FPS;Action,13,2140,365,85,85,100000-200000,6.99,2505,85.42914171656687
346120,Boring Man - Online Tactical Stickman Combat,2015-02-20,1,Spasman Games,Spasman Games,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Includes level editor,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",Free to Play;Action;Multiplayer,35,3613,617,12984,519,500000-1000000,0.0,4230,85.41371158392434
343860,Tacoma,2017-08-01,1,Fullbright,Fullbright,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Adventure', 'Indie']",Walking Simulator;Adventure;Story Rich,12,2051,352,132,19,100000-200000,14.99,2403,85.35164377861008
6850,Hitman 2: Silent Assassin,2007-03-15,1,Io-Interactive A/S,Io-Interactive A/S,windows,16,Single-player,['Action'],Stealth;Action;Third Person,0,1514,260,63,58,1000000-2000000,8.29,1774,85.34385569334837
831560,WARRIORS OROCHI 4 - 無双OROCHI３,2018-10-15,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,['Action'],Action;Hack and Slash;Anime,44,1820,313,1207,1207,50000-100000,54.99,2133,85.3258321612752
225280,Full Mojo Rampage,2014-05-08,1,Over the Top Games,Over The Top Games,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Indie', 'RPG']",Action;RPG;Rogue-like,25,971,167,319,390,200000-500000,10.99,1138,85.32513181019333
244710,Shelter,2013-08-28,1,Might and Delight,Might and Delight,windows;mac,0,Single-player;Steam Trading Cards;Partial Controller Support,"['Adventure', 'Indie']",Indie;Adventure;Cute,0,2774,479,77,87,200000-500000,6.99,3253,85.27513064863203
290300,Rebel Galaxy,2015-10-20,1,Double Damage Games,Double Damage Games,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Space;Sci-fi;Open World,37,5100,881,618,912,500000-1000000,14.99,5981,85.27002173549573
209000,Batman™: Arkham Origins,2013-10-24,1,WB Games Montreal;Splash Damage,Warner Bros. Interactive Entertainment,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure']",Action;Batman;Open World,60,20365,3519,538,443,2000000-5000000,0.0,23884,85.26628705409479
409100,The Purring Quest,2015-11-12,1,Valhalla Cats,Valhalla Cats,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,['Indie'],Cats;Indie;Platformer,23,883,153,326,326,50000-100000,6.99,1036,85.23166023166023
290730,My Lands: Black Gem Hunting,2014-09-16,1,Gravvit Ltd;Forbes  Consult Ltd,ELYLAND  INVESTMENT COMPANY Ltd,windows,0,Multi-player;MMO;Co-op;Steam Achievements,"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Strategy;Free to Play;RTS,36,2770,480,4,4,200000-500000,0.0,3250,85.23076923076923
307110,We Need To Go Deeper,2017-02-08,1,Deli Interactive LLC,Deli Interactive LLC,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,"['Action', 'Indie', 'Simulation', 'Early Access']",Early Access;Co-op;Underwater,0,1402,243,296,463,100000-200000,6.99,1645,85.22796352583588
631510,Devil May Cry HD Collection,2018-03-13,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,['Action'],Action;Hack and Slash;Character Action Game,99,1217,211,125,146,50000-100000,24.99,1428,85.22408963585434
22600,Worms Reloaded,2010-08-26,1,Team17 Digital Ltd,Team17 Digital Ltd,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,['Strategy'],Strategy;2D;Turn-Based,61,2478,430,327,420,500000-1000000,14.99,2908,85.21320495185695
17500,Zombie Panic! Source,2008-10-03,1,Zombie Panic Team,Zombie Panic Team,windows;linux,0,Multi-player;Co-op;Mods;Mods (require HL2);Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK,"['Action', 'Free to Play', 'Indie']",Free to Play;Zombies;Multiplayer,106,5267,914,948,86,500000-1000000,0.0,6181,85.21274874615759
342180,Arizona Sunshine,2016-12-06,1,Vertigo Games;Jaywalkers Interactive,Vertigo Games,windows,18,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;VR Support;SteamVR Collectibles;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure', 'Indie']",Zombies;VR;Horror,42,3164,550,128,128,200000-500000,29.99,3714,85.19116855142703
263280,Spintires®: The Original Game,2014-06-12,1,Oovee® Game Studios,Oovee® Game Studios,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor,"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",Simulation;Offroad;Physics,56,17042,2965,1922,2270,1000000-2000000,9.99,20007,85.1801869345729
893180,Catherine Classic,2019-01-10,1,ATLUS,SEGA,windows,18,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,['Adventure'],Sexual Content;Nudity;Anime,50,1073,187,355,355,20000-50000,14.99,1260,85.15873015873015
302590,Of Guards And Thieves,2014-07-16,1,Subvert Games,Subvert Games,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Early Access']",Early Access;Action;Multiplayer,53,2432,424,95,91,200000-500000,0.0,2856,85.15406162464986
342380,Sakura Angels,2015-01-16,1,Winged Cloud,Winged Cloud,windows;mac;linux,0,Single-player;Steam Trading Cards,"['Sexual Content', 'Nudity', 'Casual', 'Indie']",Nudity;Anime;Mature,0,1759,307,688,1147,200000-500000,6.99,2066,85.1403678606002
414290,Princess.Loot.Pixel.Again,2016-04-15,1,EfimovMax,EfimovMax,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,"['Action', 'Adventure', 'Indie', 'RPG']",Action;Adventure;RPG,24,955,167,368,397,500000-1000000,3.19,1122,85.11586452762924
200170,Worms Revolution,2012-10-10,1,Team17 Digital Ltd,Team17 Digital Ltd,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,['Strategy'],Strategy;Multiplayer;Funny,34,3922,686,445,259,1000000-2000000,10.99,4608,85.11284722222221
21690,Resident Evil™ 5/ Biohazard 5®,2009-09-15,1,Capcom,Capcom,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure']",Action;Zombies;Co-op,70,9250,1618,868,532,1000000-2000000,13.99,10868,85.11225616488774
569480,Kingdoms and Castles,2017-07-20,1,"Lion Shield, LLC","Lion Shield, LLC",windows;mac;linux,0,Single-player;Steam Achievements,"['Indie', 'Simulation', 'Strategy']",City Builder;Strategy;Medieval,12,6380,1119,466,523,500000-1000000,6.99,7499,85.07801040138685
310060,Knights of Pen and Paper 2,2015-10-20,1,Kyy Games,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",RPG;Adventure;Strategy,33,912,160,553,553,100000-200000,5.59,1072,85.07462686567165
312660,Sniper Elite 4,2017-02-13,1,Rebellion,Rebellion,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure']",Sniper;Multiplayer;Shooter,85,10885,1910,522,579,500000-1000000,39.99,12795,85.07229386479094
366090,Colony Survival,2017-06-16,1,Pipliz,Pipliz,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Stats,"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",Early Access;Survival;Base-Building,40,1783,313,11,11,100000-200000,15.49,2096,85.06679389312977
257170,Rebuild 3: Gangs of Deadsville,2015-05-29,1,Northway Games;Sarah Northway,Northway Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,"['Indie', 'Simulation', 'Strategy']",Strategy;Zombies;Simulation,42,928,163,6704,6704,100000-200000,10.99,1091,85.05957836846929
312520,Rain World,2017-03-28,1,Videocult,Adult Swim Games,windows,0,Single-player;Local Multi-Player;Steam Achievements;Full controller support,"['Action', 'Adventure', 'Indie']",Atmospheric;Survival;Platformer,21,1497,263,803,803,100000-200000,14.99,1760,85.05681818181819
492720,Tropico 6,2019-03-29,1,Limbic Entertainment,Kalypso Media,windows;linux,16,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,"['Simulation', 'Strategy']",Strategy;City Builder;Economy,40,3778,664,1345,1573,100000-200000,39.99,4442,85.05177847816299
567640,Danganronpa V3: Killing Harmony,2017-09-25,1,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,['Adventure'],Story Rich;Anime;Visual Novel,41,3240,571,2832,3642,100000-200000,30.99,3811,85.0170558908423
440760,Cube Destroyer,2016-02-15,1,Freedomize Studio,Freedomize Studio,windows,0,Single-player;Steam Trading Cards,"['Action', 'Indie']",Indie;Action;Top-Down,0,936,165,193,233,100000-200000,0.79,1101,85.01362397820164
